height,shift,merit,gaplen,difficulty,time_utc,adder,startprime
290725,25,30.290679,5898,20.568513,2016-02-13 23:06:31,17724489,3655427200625759455894534300581745350107794666781283179213296914859783199516500325449
303053,25,30.455783,5926,20.688185,2016-03-06 16:38:00,12203569,3189990998559493749889592444310595157291402085247170588964461888137619991737145112113
310692,512,32.341832,17204,20.720729,2016-03-19 20:12:08,1.2306838420376205e+154,1046541486330574220494775999945435764973742463337567863711360089833217168852482020356395748897455647675430387795686744877117038819533678823589794666480210650947432837544145450496287018080007122232610976330764454000762633603994496009
324295,512,31.136835,16570,21.700262,2016-04-11 00:44:16,7.742161210153005e+153,1309933847411727469775420827381489366630159433548924068681318072727319260669777779848138797241744060401946789233783682358920253358058081739604444348822227579961288664612108218435560936177392530315737599428407598359471468514513781959
325964,25,33.188227,6454,21.452143,2016-04-13 19:51:27,21108393,2855939542472142623071388682910154206774694895759842891314593385970056997706060142249
328637,25,30.733902,5970,21.831695,2016-04-18 04:50:08,31815061,2295344353359787226524092230267307852844064674543236331593315738205106893827663558037
328708,25,31.921559,6210,21.840034,2016-04-18 07:53:35,11476765,3071678156908214653675530482270318926105062637873339315883524622587126879938805702429
335791,32,32.721619,6528,21.966760,2016-04-30 03:42:45,4328489,438773462471793341272796826063622088632982446349639715491931166563796617535491875671081
342938,25,30.212545,5884,21.771818,2016-05-11 22:32:32,29854233,3805273816683387721548406093142610777297565207531936544745853269690136359909429053977
351528,25,31.762316,6170,22.063979,2016-05-25 23:57:01,13273005,2312218431976799024987091380685624598299523885590666865560502461401285244247643686829
355314,25,30.396978,5904,21.961286,2016-06-01 08:33:23,7663413,2253956374267010491674414598978784236607896145592666612852557604224188810500538429237
359505,512,31.225959,16604,22.054508,2016-06-08 02:45:29,1.2961155267442144e+154,852071445451714220406268375554138668928918217197454157324510891212277564906364836314776753829984193693359580934886119106059509565393729626535343732936138791452268204653313991350053693668085576239433679714026088012494771067947850929
361844,896,30.441948,24300,22.059063,2016-06-12 00:27:54,3.8856687520138856e+269,46936325412893856851356988920120094164481189007004168815529325852547481602356306546606182045976350840172393674532561502997337688505156238965411384343333312588372186709157623233623344695766817042247767410751546106312870818015199334292203903037813608785408753031585658167129335773825142667425513310300574460251999882573345990532262409650446252203193
371133,32,30.749238,6118,21.554370,2016-06-27 20:06:40,2409303047,256500158093601207258570377132247846791600873060694842560748887002542251847092759366663
372928,32,30.229844,6030,21.509647,2016-06-30 23:31:53,981986903,426069621056871834518704841778270420356502356452685610430054915960829468444534313053783
379773,896,31.461479,25120,21.624498,2016-07-12 20:59:32,3.636052177994981e+269,57103500626378668964787560544741354152429373407648525742931057267683387710768228686609561268020099214065166984237146550796311675645046943300627011082108528049597803595548567314336998490275511349693564493470419218873287792954813273104301503490952159685125892183206907512908849929179221785074885393057846569073915006179950803160002270488540395651529
394018,25,30.710123,5964,21.540575,2016-08-05 21:49:18,2787361,2194416357161300673886063569089378153167696694945556160249271283466951127472160802849
395785,32,30.067345,5998,21.634898,2016-08-08 21:42:29,3562660473,431976703729923197523491968962108238729582096869031070356423120866335573829281126146681
395789,25,30.231326,5880,21.626939,2016-08-08 21:54:40,10857945,2953779290891298536300681128268661778172666662518909153330125293326071161010138754521
395843,512,30.332850,16138,21.656537,2016-08-08 23:56:29,7.716489422861221e+153,1142585668387960025708084263649331763374206609649986636062052187822289501810145515072192962646326060526535489744135858397511017573087846138524508292220583849123584316229890393740650797361851580226221551814191317933050280047837115059
400431,512,30.364795,16160,21.623746,2016-08-17 01:57:24,1.2509777038546263e+154,1347301641675511614652917752515055506905567265485255991489637550348161295519273920295783837274899231210360936135799527067805265639350792052687308612198417017236103855593642233147011219249647475480496377305694842825512473002554633099
402139,896,30.891320,24646,21.669550,2016-08-19 23:46:54,1.712065576763415e+269,31106875662231169360510898207996284216290747383553047313865220133214947366746849808435347292488911063127109259005796228404224153297555794956148541113430519640964151701424393419330114275006433290565036082556473169744606929793011493086922323296952356619112720928352030968628798740810889816167107263478494597155573274114320081866980747073139706555857
405283,32,30.023580,5986,21.265057,2016-08-25 13:41:03,2588203423,387406259118949039459159385334391687238760849715638967817432122086742732347291107383711
408439,25,31.709002,6168,21.713222,2016-08-30 19:56:24,15070579,3009411526187864659859047435750324968251484182084779746529928442273352909229511800179
411526,25,30.430098,5908,22.149534,2016-09-04 22:52:48,7185645,2080767476135120710577042716618892123947013439754207620605786606636910820698484483309
413719,896,30.444259,24300,21.848759,2016-09-08 15:36:43,1.765613323376546e+269,44176279725201107770131987236544891115815213568951907603443416325457946580466732776580630232782067798087665902307217012255219488743035962716718053944183485070763120810947933692470302836549447577762679009681447790395543560568082804014081419030644671964873898840793258164930391726223448590463928489466528464560714785536996444089491207734479466926451
413770,896,30.417534,24282,21.888939,2016-09-08 17:30:16,2.847529992980462e+269,49289519821224376388159956182614643660409818711294092203171124198988172855293761996550164997857184533245469005174446989878968233064872177850240674038059595514283755961789378545541048710792557646514392116597292551074688802310573031754241165266119617573348502802168903406650672435891374670428008966784751318204941061656816490591138354427508529995861
413888,25,30.458049,5922,21.953909,2016-09-08 21:57:26,4743991,2757200108327925993860691007947068517177026090929499269124660735139011096511859155767
414268,25,30.432272,5920,21.882930,2016-09-09 13:13:32,9069331,3044031542054210967570539214614500212071274586568458107637522749309507202351572345619
414762,512,30.222618,16082,22.045053,2016-09-10 08:12:49,6.990631836829883e+153,1247172382788690961320730271544243342888666588870549960892692420197324905852269034257265035826816669234238047626829302544257469567852079507013515288290067302881970329384015168230728726957176883422661107627442852625166240673875618827
416526,25,31.275396,6080,22.020640,2016-09-13 06:37:00,7399515,2677454377902630604867394671679607404545257114582818803853712714870212357327655331931
417132,32,30.353701,6054,22.035101,2016-09-14 06:24:03,11195665,416275090890000384157691395758177261639578355271630830680211165387518630206975597270289
421448,32,30.147665,6000,21.894793,2016-09-21 13:44:06,182470343,271304022387737723115663879162819474448308700591087177347474089807229616024355642296007
422420,25,33.088525,6444,21.773186,2016-09-23 04:43:47,14780247,3792965815180550576835022741577576636725193957905105009172507268460238106607935915863
424051,32,30.716377,6124,21.860213,2016-09-25 22:33:18,926621,385801372332560372040434157020698783313968516123115727010938602109894358799852013233053
426170,25,32.306976,6292,21.691739,2016-09-29 12:46:22,4856219,3817325565605396571290004902124331876056426007549271421257224472378708949201171650971
432059,25,30.693027,5972,21.853611,2016-10-09 05:34:57,3756047,3173181368505187162007413210627310900495770000327540341286791655599174821294852624399
433708,25,30.153352,5860,21.733409,2016-10-11 23:50:44,6847381,2516254192161471862895747846108978319975731195388922119693180197225624276525270989717
444732,32,30.590772,6102,21.760048,2016-10-30 04:00:29,12791665,426141831950868828349334198796871372183659324145880223764679483624711604193980397596529
446457,32,31.091399,6204,21.740172,2016-11-02 00:34:00,11234903,456491184629723850679059118668968338133277977925743564679442550088219614501664478424663
447638,25,30.900350,6012,21.750212,2016-11-03 22:42:52,1546513,3138530259657965753518105005442115819962045878014174462539795453734610267431142660369
448132,896,30.298341,24178,21.709642,2016-11-04 19:04:08,4.973891229673191e+269,36804657043037531163500154470103791350602088056811105153141478998893582360266268558957340468322759410021968762904862654967484769793561807895622474210289299440877625279165309151875279545127390876141766672314218791604219651509388900476253736095651113899917107982533068228836081612564444093603279721841803048831159007740496974279659285272044909863311
451582,25,30.655023,5964,21.475524,2016-11-10 12:37:08,15973423,3111106612910459075868204936542311093859803899837661713209721659386454048844100647983
455249,25,31.002707,6032,21.467893,2016-11-16 12:43:51,11703449,3147173999885546988471964219065770166218371481555058292592079938516300379679559423129
456804,25,31.152062,6054,21.788180,2016-11-19 00:43:50,12008841,2509053966454758417357777676052706197013845046137069244967445188745101263007487835529
460317,32,30.968945,6172,21.620675,2016-11-24 21:11:51,14130599,357549336239023648222640069589064702421820805170815351686260110932648377701436189285799
475013,25,32.219901,6270,21.203689,2016-12-19 07:19:16,5924569,3264402319490571153240720008973642859922925596331786627274564096062249297822747354841
479509,896,31.222734,24910,21.551208,2016-12-26 23:10:23,1.876836002665077e+268,30699744258261993049772842254264932561218297000516112892001770638332951087887104365007741116813832333590296401540080353291603948599033302277274885510855383419827312043039370235246344830625627401926480747294521251725137893541808903709856514446051527293316131885485041055533158540632235879772529605541130442442199336214200774205093251044791651926883
481534,32,30.120322,6012,20.686936,2016-12-30 18:21:50,3573936209,484110641678357261738719782456817417958993777375775058975075135677699222317516307427409
483757,25,30.167465,5866,21.160065,2017-01-03 11:49:50,14910615,2803161372229783874767151064897384888643650283690233328347137212669523322947575710871
483909,896,34.659268,27666,21.306382,2017-01-03 17:52:24,1.644549502536105e+269,46349070720025037040361858900129609166449655917906285116489747040034875127802147208110844706947623431130496761558541029383158309481693692083600739443882422258856184093051052244620229666869047068030610605863967394892885579377206581796041567882396721253894823503606561270263428895552049999828234748238921811522958517041497098602138544964860072259223
484567,25,31.432440,6118,21.402161,2017-01-04 20:43:53,233109,3395772461879752945585007162541381732989752474739303531402206919360327698865258204821
490003,32,32.739822,6532,21.349340,2017-01-14 07:40:44,16129443,443738924368137011608919458242373165727533377337406340373891330396272365622480719977891
491248,32,30.083251,6004,21.366891,2017-01-16 11:29:59,3467089,474540561069610205736009446606513810802331883115158263730854350312542790257071994758993
491524,32,30.782665,6144,21.491744,2017-01-16 22:19:15,4582715,480923633400734965259480433766030416243924188499223897313869413297648350997880741686587
497122,32,31.035486,6192,21.759514,2017-01-26 10:25:31,11572845,444257454334649308912393686191597601188145211923107976924257869378735353056668026967661
501721,32,31.554876,6288,21.810481,2017-02-03 02:42:42,9417911,348887377875392521862490469125419554477981535060937643640089196686235143278819883857079
502721,32,30.017502,5976,21.684323,2017-02-04 18:52:03,2793679157,289080330122773319399266818035100537444412988969517743366617997643326246710049589438773
503937,896,31.465066,25108,21.763034,2017-02-06 18:07:04,4.0604870946291005e+269,35604546580669377549981752462906048658999404598406937684173165108177918353514091892673700230806052406645477592801151564962250882642518800877217633268414854050261808973491652904565084909257191102983053326905223175233971732918502543723783999957345307578005051228256138390420834299251474569430005521661769181882629518707948965780073070334444493818499
505312,25,31.623558,6156,21.967142,2017-02-09 00:12:37,3859269,3482869944231720452383937332647560067744547727633619059300119499746407695033122349893
507661,25,32.309800,6276,21.779433,2017-02-13 06:12:27,11635819,2287187403116202496771766754237716660842357525740886893290707558631872348764486339691
508099,25,30.320956,5904,21.895944,2017-02-13 23:56:24,3960165,3668072255082708159649108700471004456128068104191380223639567387485916249268437151077
510941,896,30.545007,24380,21.830060,2017-02-18 23:06:55,2.418313994814077e+269,43580188743820690936155860205035265799354824303997388234113571392475323654325319561684018560485493665203255876163760286966838887329631846883198821579997942681660111755598985467295319009752212003553425448339707042384027891942834544427645629075137579924710463232872262304432472445031442722407497374016464243504785302290856405608028204411461802650611
511482,32,31.275690,6228,22.015716,2017-02-19 21:06:02,5624929,303428887559965778808032879582347469658912922538451789789416632023959961553564027180129
512216,32,32.155678,6404,22.001770,2017-02-21 04:12:08,10770625,310744427737850184145962991658448628680858596850854754079526488743325621744160240588993
516329,896,30.464560,24318,21.186616,2017-02-28 15:45:32,5.918547896937315e+268,46858559931405366414933840368564344901881649411899240537884707770202004593184785366495931472033889038518187583961496690353365209469171159065251832774656399981815132246687317397900780571693919622345835875114631387238511900043517189226644628435714047667909338444901566398114533260944153880112120686299751991005990723127975908056819652729446983440691
516371,896,30.083684,24016,21.105153,2017-02-28 18:00:03,4.006474614972411e+269,50130188682233471088123956852262615386923684038503600636686010590754990051424292561028105131395324732144810501945607690534005772716203119744557056144617771607507769123207527309450091836484872053071368759245905224963469095871320987436436178738347694734458984877825998432667286674491094715704687228413154704635114547888831843669160601241112446855667
518394,25,30.908442,6012,21.935811,2017-03-04 01:32:59,6985241,2982671749266002016047773460838375478719714775418080183531130007577437678303326148121
519574,896,30.507785,24348,21.945173,2017-03-06 00:52:01,2.883868604626583e+268,40427804856874074179806540401057680469307397549707078046600864871656865319989306388928184714075750684182668007107992659494832052208253273237007989367726362818636485836761607747010105661043025327555958115345963273452722890748490556203359785112355486943507385430806924449249975330634855778455325428016651982485448494971163464389558138566247208575051
520208,896,31.250673,24950,21.917499,2017-03-07 02:39:17,5.210449846090788e+269,54106065948456180118373584513307322309418808433919304325029850621888825487471749967669011389260993766360187303180634516073819956327434348772785900114381725195383693117249627809599897219520385631569401743694936337453203683680857277100661823240528122128886066174645676553307129633652945575991760826805686296746937275521925039293623586896281804570481
526367,512,30.345815,16154,21.767541,2017-03-17 09:57:44,3.826327821950036e+153,1542259394474092986366011621296242968110922144933842618442819892295441118922470240273284105181194177610840965455196952580653264869805870631452544291228980925995139981316481050463859143573911973455413539769980331016786917893296328999
528180,32,31.639491,6308,21.707537,2017-03-20 10:26:23,15899187,385272595087067323694690262537283835241831498117889554786779428836110344597382752279091
530287,32,30.032889,5980,21.673571,2017-03-23 23:44:37,15958489,298239580021941470526597561308303451896304062789844116406351922329999135133003718820313
532968,32,30.018133,5990,21.697535,2017-03-28 12:40:56,11557849,458933229564131585009777551327388766931031686854656932047748750332284323756173582949337
543242,25,31.590492,6138,21.273980,2017-04-14 11:39:05,12083293,2415292232580356046047899630808920545953220057736458205078509646342785282190721179741
543334,896,31.023798,24758,21.316971,2017-04-14 15:03:08,2.4675902792243485e+269,38117336378422617190133786140385293037107880131068639358606763661903815967871867602069172892976736394568929153249076787563057800181646517393818966138612158249426556474232187463890664566706102846300901628268918170213913505087451273397932904913239109163628429974003583281812455167483148800490239858017416567393361010524026683642911499408476093536799
549773,32,30.959574,6162,21.041174,2017-04-25 02:59:43,13001963,274953080041905405052431016143083117781603472635580543378020778244689913319222273271019
570173,32,30.219171,6030,21.139521,2017-05-28 09:08:44,12004885,457170840439382042367914774203008171303163579115293258578468278225240172525322767904277
575546,32,30.104168,6008,21.626866,2017-06-06 13:55:15,14612419,471796767652711232111505804133239380636652562039992155957703077405501029136995624875971
581982,896,33.662127,26858,21.593039,2017-06-17 15:20:02,1.337219718272055e+269,32398179578917147228441449421730178517212812614262034650520739046054511954132045324556667249476877805222893139190526254619958077729965955970871858732557935152591262197395293500770156847115230586167655291788594160369627503463464370363890216567077717620303508443851016953577304836996173504386980107875139763439760628310307204189865924430154731310751
584173,32,30.945607,6174,21.186490,2017-06-21 09:59:29,8473099,443282600119777857793214299829339404959102062680699124237178776022156968899981258869259
602737,896,30.226347,24130,21.232982,2017-07-21 19:33:58,1.2287613320355493e+269,50314559414885706783087607145581895704856036609999597663247988495760208190525878409175035983684825064085786222950815566864461925830399197866334803938993345282236294960346535059536429422359761081111036340823754269820736764812675257272543709115257777380898521017855738852815103042158094836977799704247422629967097549433635890711368163399471730911139
618531,32,30.326955,6052,21.186765,2017-08-17 05:50:27,1356409739,464655443402636059365245986110663513150561965563180405166772029031770371861637951466379
619501,32,31.666306,6306,21.155243,2017-08-18 20:30:22,11319475,305503776569597530219055934139417857977611687854216395288163738520791972491366169884851
627869,45,30.379320,6338,21.430278,2017-09-01 23:00:04,133066077,4039427005884190403700477327656080737551095310784967660730796800151573979544877219078630749
646118,32,41.938784,8350,20.954680,2017-10-02 16:48:17,1285499,293703234068022590158723766104419463425709075574811762098588798217895728858676728143227
646149,32,30.263860,6036,20.948365,2017-10-02 18:07:22,10822597,415158880323789196115313302977394167949227533141544435206981668957814338909520838075333
646810,32,30.563154,6092,21.362454,2017-10-03 20:53:52,11481841,367907201973042908314706437560628773193187749268172805922401863609662742875156681536241
650135,32,30.140674,6006,21.163709,2017-10-09 18:21:56,11451635,346703447639123523618986276799558070879442087044236066487382467357201646882884988878067
655341,32,32.016596,6390,21.534713,2017-10-18 18:51:50,2065711275,476680220158331417935907753557520507369086354755222962352209022785764694697688780783787
655591,32,36.929239,7362,21.499486,2017-10-19 05:38:16,7888775,378827142897837318640393449029842115502639679597569808772814839082416153600616230838151
658498,55,32.969618,7098,21.317986,2017-10-24 10:19:30,586568663,3154096256356719066698802324745896567505370619504431326283973036330230191837830421928159368151
658669,32,31.839725,6354,21.461085,2017-10-24 17:01:30,1120458923,466321364416318309624153497555499491029188358040188943034096234093661442918732238739627
660102,125,30.274268,7976,21.445513,2017-10-27 05:19:49,909009487,2620490740316925877586400198442312906912807803844773649454116811594476461149517129802102080456772606155853923246671
660426,31,30.161636,5988,21.494696,2017-10-27 17:53:55,2044912067,166200646220283035181059335376960598104125747174293774538271107000706824737192853823939
668831,32,30.119442,6010,21.780340,2017-11-10 20:09:37,5224475,455658952913865112527278495962731091024208960204420723618709646772034487345614523709467
670762,32,31.666945,6318,21.862726,2017-11-14 03:22:24,16006441,444471335505141351332749240548702863568682483826718172665973325661663113113982010146089
672370,25,30.655621,5970,21.778041,2017-11-16 21:45:21,11130667,3769386053096832358663048861346211633026723075889198938142257624973490775742340519723
672859,32,30.462511,6078,21.645711,2017-11-17 18:47:03,13748577,448894094708681165739971212698722145906447649721997179782753523234518274233610229893473
683434,32,31.485341,6276,21.890541,2017-12-06 09:24:09,596433,370075911626661238297450427477656323530479567387667883663171924359885403877736301795793
689610,32,30.423489,6070,22.165625,2017-12-17 17:08:25,12950949,445743654190759187927180146038431981349268857942127945282306119755867130352338504883621
695071,32,30.294575,6036,22.012813,2017-12-27 18:40:09,3646963559,339150171955212836134554339758231341914031673682374942552623879794816492283561154461543
700122,25,30.727649,5978,23.607726,2018-01-05 14:20:57,1312355,3098035366858285558413416511009984580175206656729938840559875852205807758338212234851
700225,25,30.268764,5880,23.653700,2018-01-05 18:17:37,7463895,2322204228398826469952242567304881675787849091765587928742961046390708141113522381783
700546,25,30.950581,6022,23.735789,2018-01-06 07:13:47,13246547,3161631968068396040596177348986286601656459596295557528746540996449389892300264054867
700661,25,30.350885,5900,23.704287,2018-01-06 12:10:29,23799749,2653467777808375612404860770758217735654561683012234676080997256698022730951905978309
701331,32,32.631317,6504,23.685618,2018-01-07 16:02:30,1235305,365249440305038645161803267309183024955864911251718996210076411451805282642694897850729
702430,25,31.614676,6146,23.533129,2018-01-09 13:51:35,16670727,2681129611416856036633138123321217876964846695837188491572515038895704664579076153351
702435,25,30.363288,5902,23.541935,2018-01-09 14:04:27,31761847,2617782356770908472965195424931216979493177104252136132521647639855312874397269009847
702990,25,31.942348,6210,23.546541,2018-01-10 12:56:59,5339229,2706379565258181071883779838798477090488763984793642822885518933737370641034596415581
704140,25,31.630053,6144,23.560364,2018-01-12 12:49:24,11135263,2289869904443817800934138310788940383158971137977247667184115816366860056740374374687
706002,32,30.246407,6026,23.696044,2018-01-15 17:11:27,16065223,334663294085777705211273051351980309254663698802934431472660056177918661989547700986567
706613,25,30.254092,5892,23.580330,2018-01-16 19:05:57,11106577,3793793700318777216520078137073387388719757025869323643785609807985920365669625985297
706674,25,31.336848,6102,23.623794,2018-01-16 21:30:43,13966589,3690239466296961014210294150932707679458950307511098255913644248121687789643375123709
709177,25,30.209305,5872,23.540691,2018-01-21 05:26:55,19490999,2611822420341034488088519052325856641865792260562923184166172928263637983081632721079
709634,25,30.530108,5934,23.737328,2018-01-21 23:38:12,16809555,2581475130987564929901451087990680000391025625328798370153347004867570827861017263699
709740,40,30.209815,6180,23.609024,2018-01-22 04:32:48,23034521,69712284698604512967841074749156868477786180736374436576224130098522651676916601145227929
709897,25,30.024167,5830,23.550177,2018-01-22 11:01:28,18678219,2137775790323742704534149849296565179700948010906654552916968640007128622572456706507
710778,25,30.053731,5844,23.590075,2018-01-23 23:39:11,18801013,2813927882553714820830925046015919874591407353813160608495729319015930539620006027637
710800,25,30.945987,6014,23.586420,2018-01-24 00:36:25,25037621,2512956332567444275533703543386484430970669466779046357916439288163791033751874439989
711975,25,31.130525,6062,23.719347,2018-01-26 00:13:17,20723739,3711147613951650612510449802216099542659593245894332596455108695261848125006203861019
712471,25,30.909611,6020,23.520266,2018-01-26 21:18:02,11481491,3835421807433696593382477074711895069952402953725019202838655349735410219283741880723
712509,25,30.589522,5958,23.636313,2018-01-26 22:21:26,14868337,3878413406142083921840897558748977148059320105249540138325999554007663661971763552113
712586,24,30.576568,5920,23.692887,2018-01-27 01:16:00,15800999,1215510923573407869684677148088306641727862266347799768077045473319508601107647634087
713187,25,31.323183,6090,23.602728,2018-01-28 01:55:35,28493,2738844056448198558238862681538921648397923044077278336176017353605281919197679480653
713862,25,34.377487,6678,23.535005,2018-01-29 06:15:57,27520893,2311482393805881745645067756741943850166724033004900379472501172644226403230795689853
714019,25,30.375274,5904,23.565796,2018-01-29 12:24:39,5993209,2589511178595115818485147739851470117689402037992146859602675618983353605035203982073
715184,25,30.016667,5826,23.756579,2018-01-31 11:46:20,1938277,1964075510266813701834013934095016570334403783388842474629056662829667390091350086501
715414,25,30.846122,5990,23.698908,2018-01-31 21:43:52,16072373,2165336986820420125271822068471136085523036723142720434027768650435242541477937888949
715674,25,31.142340,6056,23.633294,2018-02-01 08:39:11,3627223,2842823686300475306565671713169598851084814007762056674232902315038544439048748357847
717111,32,31.241831,6222,23.729445,2018-02-03 20:51:33,1610969,310725981172235333855397628692855697391208966698952263400092225560524252830196995495129
717334,25,30.247339,5874,23.600237,2018-02-04 06:54:24,27583737,2185303232031633922716895572324631005417730599096511240011196599786380330984131585273
717731,25,30.022625,5844,23.717438,2018-02-04 23:12:45,5921683,3442003953297907071337878486190538233766387167753655581354805683589930860897879350163
718024,25,32.622964,6352,23.574900,2018-02-05 12:06:34,29858177,3641236563129021534609677609010336282602794927698874503577434435605751085523137960321
718434,25,30.304081,5896,23.684583,2018-02-06 04:35:31,24798091,3139636906146861496924564060141472749565592520311358439695200968317255602318763254667
718968,25,30.900553,6018,23.694415,2018-02-07 03:04:10,2968447,3806252940580315214735616684956977735103721034416375473536068252511718324619086482303
719385,25,30.537364,5944,23.622627,2018-02-07 20:14:44,11811757,3420010820440241435421348796290860415554380277186188095710701057849424621633008843693
720342,25,31.554042,6126,23.721680,2018-02-09 11:26:30,20435991,2066730602949157485321008908839838968258098059445030544777578946783217844751764542487
720633,25,30.528168,5940,23.653841,2018-02-09 23:49:48,25448089,3181189459087382918527056531583023845754459729797090399009852324738955344489566457497
721192,25,30.013939,5844,23.571612,2018-02-10 23:12:10,9391381,3641447107983950397351897860363361941282289092030159802819878224091553401505408044309
721653,25,30.457881,5914,23.495363,2018-02-11 18:55:49,14381123,2122574255917079567931875754799453329292548782949598900074139027039127865400313475139
721695,25,30.265523,5880,23.507811,2018-02-11 20:35:49,11861413,2371018459935045251249454989796222039411830553717295140206191294730971641688714706341
722501,25,30.360045,5910,23.629739,2018-02-13 05:19:48,12110781,3478476947883246151896071759486426323087450013784981649531127408571866277475778087869
723066,25,30.017401,5828,23.658232,2018-02-14 04:19:16,2319003,2089460244057131281003413566270751222438226508467770625387631453074779785292207579803
723610,25,31.573248,6148,23.639558,2018-02-15 03:39:27,9525627,3686453812031751363544758207950738403108814685726664786763838548099097487124540250491
723674,25,31.747721,6182,23.534642,2018-02-15 06:48:22,29791783,3689504213502489710572130217130058107856786223770428440260293224925187763250978526759
724610,25,31.094773,6036,23.721786,2018-02-16 20:44:49,9331753,2011896375665007151349391417819297405705353438997726977915091659151728764108760048681
725181,896,30.355080,24222,23.595061,2018-02-17 21:28:29,9.406796082811832e+268,35288225509013338539470226843796466850798525431235126592690814946370878257336698499664299962299869422607829360079217908107714155131792911086445070670860819825237839660664389414514050634075438824748008155506636724957465306455754820918591757471466448274159063908476280047506974475703151178273004379532316428538547071421537158587110047581755150661561
725933,25,30.151377,5872,23.719005,2018-02-19 04:05:48,12948959,3794271557995185928244023551826832531417563580680679483786104980346973701580804953567
727756,25,30.016205,5844,23.645451,2018-02-22 08:28:10,3618671,3588313880618082738538932067556616513568310824542769707981673986867939591811717609327
728466,55,30.953937,6670,23.545792,2018-02-23 15:14:31,299363247,3823088362539048479201046905208555401350588204195607990891352656374361961493516522486639356847
729085,25,31.307352,6078,23.635096,2018-02-24 15:59:32,22477833,2059688564243646952779941446769183602835032477834495176663848125976862541381023235081
730146,25,32.303473,6282,23.690130,2018-02-26 12:14:29,25185229,2860813071021581420351293565484537194287147395136025742132266266390635866878390586317
730879,25,31.324698,6092,23.635455,2018-02-27 18:25:25,4762675,2892097672659274070151264099601234413285568671642136720371390030854261248031065680947
730949,25,30.670652,5962,23.605201,2018-02-27 21:20:40,30053993,2639612946391654005918045147298658496833654871582137046762795429615961448688057489001
730967,25,31.336778,6090,23.614201,2018-02-27 21:58:33,3393479,2517302207744447336207794911580448987511004106028361127102623068739391268843307648967
732329,25,30.176787,5872,23.589243,2018-03-02 05:47:00,33101999,3220401404675473323528354351860837673408261653034251603719121862689154837527022606511
732766,25,30.839294,6006,23.670092,2018-03-02 22:57:52,33232503,3797689535969713255584492379907926432174392633630582299305957472961185093275887539831
733022,25,30.386236,5898,23.601256,2018-03-03 09:23:38,15355499,1981580725310047731598180719513967134564541641875841758032820984892418767879978765931
733370,25,32.266412,6270,23.436466,2018-03-04 00:16:40,25664963,2465926909146137805222537630727367132758502594616783563131734700122695096090455678403
735248,25,30.205127,5880,22.411481,2018-03-07 14:28:47,29684525,3496598898302295252731913039902011093264329638541970995889988889865172494043610149677
736178,32,32.648640,6498,22.437481,2018-03-09 04:43:32,19359823,273432050699615607430496096210855054775913368417086403174417874769923165787587330140239
736463,510,30.429740,16144,22.394873,2018-03-09 16:13:39,2.706235657428734e+153,255752492978513154123691594099725152319700592313055536801040519165555471426913891452203457696605643150114385904806224635351741702396445896177121205356209432855046738548752881180674721136166228740368687426937734720289150264354531287
739118,25,31.268379,6090,22.482135,2018-03-14 04:16:28,3446109,3850888001831847210732661781879241411468550585563930493100413394150679652472135652701
739848,25,32.138328,6246,22.563694,2018-03-15 10:15:26,28445595,2535109968539640812399563585609072425242832176933178785005111560762580924004253698971
741624,25,32.241691,6274,22.456957,2018-03-18 12:14:30,3442239,3240165496002770723926557769132211119275233809996624903946949471449006642703700887103
744432,32,30.325206,6042,22.502774,2018-03-23 07:03:18,1821911025,338001452381334304704623863518393726624967581403753470706880862626310776261120028583921
750914,32,30.913489,6158,22.813040,2018-04-03 20:34:50,2711399321,325030667506849196892649275508026794810222986366928484922666141191233059176538045197209
751762,32,31.826945,6340,22.633384,2018-04-05 10:11:55,1702947413,325424787358246738587078395794426801445725712697068687563578548197902906139113714412117
753030,25,30.087538,5840,22.619980,2018-04-07 16:53:51,33384357,1980098549765866293680160364357927520667128329328254606824736674697805367297370318757
760044,32,30.626251,6100,22.830242,2018-04-20 13:13:53,17383807,316837383076914269386668712365738374965821640939575787544578417372507215529734987923839
762604,32,30.781940,6140,22.723584,2018-04-25 07:01:58,2129459,424309723373798063901520241933694454416410219058638769248466728719256012479736966053427
764547,511,30.811421,16374,22.768534,2018-04-28 21:40:00,1.6515088661156254e+153,624477751778394838755948644160272790077997860661565573406709862931392630471505872546845376398357683691193156260334743316017014946596641901194216944166282321817362858563357771591828853554958873911038357434080975173622248579136093413
767717,32,30.227596,6022,22.471416,2018-05-04 11:44:39,3285608229,331883686582646797943338770254844394114228804404633072767441865967145047041439394326309
768224,25,31.476038,6120,22.461771,2018-05-05 08:33:48,9318047,2763428932793048139609913612886132547753464974456551290382261846584334784587340066463
768714,32,30.045567,5994,22.689710,2018-05-06 04:18:52,2277025833,436958394622457305426086086804791138251852978603830553606542266357379523964330317490217
769802,25,31.824186,6180,22.625630,2018-05-08 02:28:21,9986357,2170118665144693138058268303085441154782159596078169645140465901162614326530812698933
769833,32,30.236126,6020,22.645353,2018-05-08 03:36:48,800884305,293663753856814934237121896441519758810147525266991775323385987942562985911641750406737
773087,25,33.373030,6494,22.462840,2018-05-13 21:30:09,1195871,3225595641886691766073121055274998683291715033747729037446769694561080488245727477599
773105,25,30.129826,5848,22.531562,2018-05-13 22:01:57,6136789,1966463604577594737282417528610201551751122652594912266084301409562516289315172885461
