height,shift,merit,gaplen,difficulty,time_utc,adder,startprime
775176,25,30.294022,5894,22.689661,2018-05-17 11:58:25,23311531,3135192370304825158289092701929592159923865491885230139234310262308384522310126908587
777474,25,30.095144,5854,22.614309,2018-05-21 13:09:45,5560557,3002014649445488621080420298771696940537676405951532274684611874490259934530472564973
778412,25,30.243603,5874,22.800946,2018-05-23 03:16:20,4515555,2238365338726012081988830838303211631885994909368579828124018627545298053029414889187
779934,32,30.689555,6114,22.668994,2018-05-25 20:01:50,1867821517,331533587000436819426331522585441781439894630220108104105532727113465121601177934672333
783507,32,30.982791,6180,22.866669,2018-05-31 20:41:11,463448773,423444308891547313758732820582715249632909997304006508904781565455481032469737159764677
784498,447,30.370535,14794,22.949896,2018-06-02 11:56:58,6.815194346563922e+133,35658749145961208921655472773712239331333220754214361558518326319847349705353063871275799801461184142297761536189083031988479731339717480237764226662055440500683948044187861850916938019476284928892896363653032169
787842,32,33.199813,6610,22.799125,2018-06-08 04:08:09,1929244569,293054102821193619751661608195612316638319710326959947026927277290073216692738257186713
791382,447,30.057245,14638,23.028068,2018-06-14 02:27:39,1.5117213431284642e+133,31854473463934645152619904030209632167863904972920564683053097267118047099212806559673963205561170963053027317644756770157008335433135135247294248662971524781331881379664541034155899160518354187177526272742599703
792399,64,30.255467,6704,22.995690,2018-06-15 19:59:08,954736075971,1701689357773315911444640223370850161935592284089859085435593056347031152247609731015626544407747
792801,64,30.527182,6750,23.060385,2018-06-16 12:03:38,119117990057,1068486303913334346090760173784620647992522866663039055240516778448372714700047151801028178626729
794109,64,32.715107,7236,23.074445,2018-06-18 17:41:52,917440578591,1143451018644168451499629303150773147129466753006744625367319827805051223945042513809989759943711
794515,64,30.140127,6676,23.171362,2018-06-19 10:02:13,873138110397,1569194326698758179188462372783266158558829623791995195357478615727243482241418765613389613252541
794583,32,30.142927,6008,23.190674,2018-06-19 12:46:02,17564579,365009349274425876419053518624730297741916296403273060515050625319711295929219113812899
794748,64,30.478657,6742,23.012078,2018-06-19 20:03:33,3004524395011,1168598551035923042288877808780616112297092984508030677901166197612377091625785429451674761296387
796001,896,31.058971,24792,23.075819,2018-06-21 22:42:54,3.51864118551804e+268,46137355811462377415158840599065789197816839214799051495788850581318827072153370148830146678110068931865668277878674735038553347065258284375059116623458693226769819613054337457770972547897863864485390666220743932487796096010105326535173509315834746949888853895066552433766348243444408506457391794214747893632584430654923858157176417065059599962591
796989,64,32.645465,7230,23.123955,2018-06-23 14:15:48,1720986009641,1525162156602649168793593350550134848511191517828817947381263558838887729799136005422023073497129
797474,64,30.102307,6674,23.085863,2018-06-24 10:41:26,660471938881,1939463188460179888764770660115705624932306611392020016341316060151264887404972812561405483024193
797658,25,32.132628,6244,23.109035,2018-06-24 18:05:32,24336433,2465691382626310429447542483205589848490396516619525293789160759424559841229776574513
798013,32,30.634253,6096,23.085288,2018-06-25 08:27:40,14968481,263957187174042502044363862053744897742588740137551570152270126579606613665216362473121
798829,64,30.482329,6756,23.171495,2018-06-26 18:30:42,911536498831,1801168072685423313912039388207767553388030614776929373793212223903533437133297352388433381632143
799271,32,31.155095,6210,22.968027,2018-06-27 13:35:23,3553900639,368040452024271075417267982236060310910108497242264928797047372636907060072324103682143
800153,510,30.611327,16246,22.862786,2018-06-29 01:34:48,3.4378232240299564e+152,307716434391485466815085938191834528284306413921786782472526784795803115905751522492489544890960165904377866848282373341440546849102131513005696133930307189359640756431919514393170158942499468390050434987942259835465788539224889623
803687,64,30.372628,6732,23.080938,2018-07-04 23:07:55,3514974282441,1819875442078696755812169634754264801189624028999574741242160861451131165918217043933980449776329
804291,32,30.513305,6090,22.880639,2018-07-06 00:23:08,599522361,477192587405640572793957760044980285330781592832637611761978409372126066540268161334329
804408,64,31.048108,6880,22.944503,2018-07-06 04:50:55,4414814214013,1721904176633192158578399290748405624686656225782805356622925676968779977843592576986083952088957
804709,64,32.137257,7118,22.901175,2018-07-06 17:05:20,382915209463,1551639563273141271849447940794849202215855179318445350853571670997700258601968629192035806898423
807452,64,30.340255,6714,22.713358,2018-07-11 09:17:16,1035800543503,1273788258531369175068473068032065293392735431205061346032187136463564156137586437538733202211087
807828,64,32.286640,7140,22.751615,2018-07-12 00:10:08,1340814141973,1100687933550179472211645601074868825346555851157136294508078528030370965994839466423181088139797
809562,64,30.644071,6786,22.812633,2018-07-14 20:49:11,668777073679,1488253670920916969518344584859685882154032331780582857008007457380537366360853683461092411984911
811965,25,31.334212,6086,22.938687,2018-07-18 21:08:39,31628183,2251161914966767183575408364901423626637480220634050065633721379522517718829570890647
812781,25,33.841563,6572,23.018812,2018-07-20 05:27:01,16605469,2185661416006921849254894901278363973880537586016174758945672074874500702798310367517
812834,64,30.328448,6720,22.943265,2018-07-20 07:55:17,586072744287,1692108976107186478775408959414804559174852294033027340075132616947730490114279977103828953096543
813391,64,30.752218,6812,22.967354,2018-07-21 06:25:01,1078000172527,1590918879009392220235321232513954670824884719303630235528980323828811714776229860264771304111599
815358,25,31.354110,6104,22.875504,2018-07-24 13:26:45,26299267,3533454204652824430187345000221475456583195507013105832429819600389977395274145942403
815359,64,31.130756,6898,22.877207,2018-07-24 13:28:07,2027824311619,1704619423264520443772689018905960497343753782279331271848887888504772644582925413619891412364611
816564,32,31.397642,6260,22.949407,2018-07-26 13:35:43,88487427,387951498749922121837028226256847472805276833559394895479302954548167231750301450384899
816710,64,30.705224,6804,22.811883,2018-07-26 20:26:25,4063907425559,1720801658099410720962886791317771718239388768952610194037462983827380825720907866791157168221463
818205,64,31.374413,6940,22.988892,2018-07-29 08:56:44,1825558898255,1163213438789861917778306466950934004416823633255334488881104452758138631266073682924292501284431
820382,32,30.055921,5994,23.013937,2018-08-02 01:14:53,3228203,407937418509511735374347380242274323017840816404585359104013678839131345418821523554859
821219,64,30.676870,6786,22.944204,2018-08-03 11:01:51,2579328129831,1174492928645640395013564523323901485506530647142299283213340494454351312228796238077158180772647
822411,32,30.094055,5988,22.999346,2018-08-05 11:00:07,15138113,259569980766830018880202515567734793495773421325350131576475472441479168533047735156033
823214,32,30.006157,5990,22.917482,2018-08-06 19:57:25,24366741,496980286200726735807521324656347152632463825126201082634954546721246562887718082432661
823246,64,30.660586,6792,22.959450,2018-08-06 21:05:12,2727229070009,1606433386636447159154981598835642811522431471683324217049470738109208466506305636847965425703609
824159,25,33.545479,6524,22.983926,2018-08-08 10:42:39,6228563,2901116865668000639439129520340368110949192710713371767179330487082176409161191852627
827052,64,30.264204,6696,22.989561,2018-08-13 07:00:04,4021763803595,1225455726282056994099392602393836900765896467554802345069003788935430985683791594224459208034763
827699,64,30.680685,6792,22.980935,2018-08-14 08:18:14,596164283471,1389437925266782452333898219996587273032812373052489893152480922576095621625182069641553121971279
828284,32,30.418761,6056,23.068717,2018-08-15 07:52:02,23585617,290184090052466614144276617925207418751915289548740396407299332051434659232096560079697
830356,25,30.230678,5880,22.916639,2018-08-18 19:21:19,14341097,2966124785700582761031623510496317287875441895413104123424410021161172982967362573289
831927,64,30.237231,6690,22.876041,2018-08-21 11:26:05,2072899718641,1224148669618557100966587111487961172511348357731289348778992035097243673566445342091575576202737
832495,25,31.529789,6126,22.781772,2018-08-22 10:54:44,28583753,2399605581067716236998447142852805765868897858750572398174668702576418784118855444297
832832,64,31.323508,6942,22.861529,2018-08-22 23:55:21,566610334881,1776272143623164862701875842978081835385743215969864067686756755923377925617314057501846378615969
835125,64,30.239643,6696,22.864350,2018-08-26 18:58:13,1856636506661,1466698636951688018995804138022095575515074991822305648311122579074247370158762737381037557994021
836948,32,30.520225,6090,22.899637,2018-08-29 19:29:06,17892999,456080104171955314994349500072492738538792588112290382539392950572043741504031813600903
838295,64,33.210487,7366,23.046114,2018-09-01 00:45:03,1216363544367,2115389631197742988864790656482331991711596058298207435515252819504575768787970451391285151055663
838552,64,31.038496,6878,22.886944,2018-09-01 12:03:20,3130857234389,1729129848413346553138700266366121314094991034513790960562567181478244124661275664289636810891221
838732,512,31.048267,16522,22.798306,2018-09-01 19:43:00,4.851224767839418e+153,1273842235441690259034251255172565516138567330606282520026437743537618797071556180514116308297398245699174725009004252661898434884337777102139336937737572593515652269606942146367620586084985755153064448010649207809166587941938768891
841377,64,30.884699,6834,22.878943,2018-09-06 04:50:52,1933112703389,1254140852167269238441889546087040854671112340968839017694309344410610411951030121628086480861597
841604,64,30.447391,6744,22.798999,2018-09-06 14:48:36,1866838594785,1566181221364261689407991142852794169759332458366303214873678842687803449809777301330946485671137
841658,64,30.378146,6738,22.923724,2018-09-06 16:24:39,1314807306879,2129782601393277320081853460467862532927221020055562269044671057692078740044223375922879390505599
846327,64,30.028052,6642,22.792365,2018-09-14 11:40:19,276716802477,1156038429118803211891242944247597691608511959967172212020403952819039908215136491580346104238509
847020,64,30.397464,6742,22.664355,2018-09-15 16:07:33,691403860893,2109924081725891895311632893084136687243001580678329172614989105274309753494415937922399314488221
848924,64,30.343900,6722,22.923197,2018-09-18 18:19:09,1516869676979,1614556647854864733501812159591206215798748205241658694881451660545718564514229548612183530303411
849201,64,31.342463,6950,23.111661,2018-09-19 04:28:24,1065558695053,2005177665156337493620207651551015606100981117581739343006548443127812841711718097821289404128397
849991,32,30.174549,6012,22.879877,2018-09-20 13:31:54,22014537,338190789252786730075395843725346753850057055940757295023054053252723865186918397373001
850383,64,32.531505,7200,22.985685,2018-09-21 04:48:41,1353623277001,1317514652637119145656903674214657552063311997792393461035629816656525107727918858505171318345161
855258,64,30.098930,6676,22.904527,2018-09-29 07:20:29,3233900007809,2124924289305563519806558318072600252508517612855528144747733599312072102293858640917794966081921
856269,64,30.397523,6738,22.941835,2018-10-01 00:11:22,2206737111919,1848968144380036734148785385743165763334521755337386287159527226606160355239205148212016288635759
856836,64,30.043655,6652,22.979637,2018-10-01 22:39:13,517620887177,1437601345069824412907544498890626998855843972145448475881253850774159050494713485437994327076489
862898,64,30.048525,6664,22.844295,2018-10-12 05:16:09,841685211455,2067720333184867626524933835808006177215507550060688277864693078779345336650601091518348626827583
864417,25,32.734729,6360,22.695509,2018-10-14 18:14:39,5569627,2391503137110402001522289462578918751969087650264865684030989667194889630265199885403
864899,64,31.521995,6972,22.878119,2018-10-15 12:34:46,447480129503,1139655607408472844009395150141753587970715971760308118326938015173741272199218387236251760912351
867147,64,30.118984,6674,22.889917,2018-10-19 06:30:07,3058297314625,1715409768889312018910297520870723483329596491669107181947301601628847618143496862302521611885889
867345,64,31.123576,6902,22.912033,2018-10-19 14:16:40,1933878148529,2040062254627292903671397693053049782944572841079024781153968884260373426858182665720481387036081
867718,64,30.296704,6720,23.054235,2018-10-20 04:41:54,903863186995,2134303616810313888103472803555524289169174845359342936500254166670103749903371885874670340257331
871231,32,30.014932,5976,22.896122,2018-10-26 02:21:04,18983807,294050085271417702351579857290119744692349908767029412452506775070464500436570296396671
871398,896,31.490864,25144,22.915739,2018-10-26 08:47:04,4.139140527478166e+269,58087467546066607256354532193109261055070460429125573896650251603854318678610409493116999452753598841343053591152683248515747410869636515999914720909924595296594289943325094354077115108133847272636195138052009667059966420463328659299356724631213957067309066263820111577639356185795345953570290066148918594477925681553177418526671285193415125738809
878773,64,33.157803,7336,22.792961,2018-11-07 14:21:10,1306140233179,1217607412571128227191330818422449498217337920870585990776604850312853695750936260698737039789531
882832,64,32.229942,7134,22.814511,2018-11-14 09:26:43,2927241035763,1348237511362286448103337083050570676296660195694825413089542724083117358284120455850031237922803
884144,32,30.153378,6018,22.784290,2018-11-16 13:41:59,2327403,474605798528907523201435081767898197145801138644930820043054410225177104889071630779243
885114,64,30.789206,6816,22.824352,2018-11-18 05:32:23,2072915846181,1388346056102745218274121602108343633425308307536556776442500401668772415121802002961523353953317
889743,75,30.286401,6928,22.837630,2018-11-26 00:05:58,160498615,2211363240963602857946330972142505848244928907636293952991883293056627377889014138152242456441193399
892892,25,32.456875,6318,22.001421,2018-12-01 10:45:13,11111413,3459576821090271584969728369924752909813229321991388569813672306080661005720051354613
895797,115,33.634649,8646,22.186754,2018-12-06 07:27:02,283866159,4346640091277154647526491774555637780176942751639009063441454221184838842882911780891120314744346426833342526511
903901,479,31.663342,16122,22.454000,2018-12-19 19:09:32,3.512197103340437e+143,134708934471244655613796800889028384978808954375263601629377964695739480875266436512668707457189193711568663587501245130743281395942848816512174307221318443717274691353008030717218330802631586878494047130542801647003335869
903968,64,30.619029,6774,22.444239,2018-12-19 21:55:22,142554269,1205387858880575578120876678299172829048137382123410849491904869786124903190636079000954842592413
906108,32,31.048932,6194,22.269069,2018-12-23 13:28:33,2263755,434596504887203879111969228482327090143651899253704058015307137412464333044503816604363
908144,64,30.512018,6764,22.417312,2018-12-27 00:10:54,3366122675,1886969785501236911709705852481180899146953843283226621944513146806082107707690669318029770421427
912379,479,31.968393,16280,22.541097,2019-01-03 07:07:40,5.369459821674344e+143,146477081448488030219467993735799493547020541529652300966613403959459105806218807090863677069584494594082804497405530525361087631991871665651996565944124002092297149454294244855324271896290939574797498511512977910260881557
915474,64,30.840516,6836,22.257704,2019-01-08 18:26:35,172388371149,1837310110233100424409730469528988592079517004811901829019093969354008016187701871647555307555533
916029,25,30.529733,5934,22.079827,2019-01-09 18:16:20,10063565,2587642038124893270276105354378066182298099760869868933607756345345394749320927481549
918441,64,30.643174,6784,22.048042,2019-01-13 17:16:02,260831159,1403285150934659845125546157740569974196432685397758242800411984985644641024672116555052030359479
923558,45,31.402995,6546,22.401647,2019-01-22 05:38:25,818196037,3383112882586389285035637336202758692872929397739807494202731126633379282146270725538098757
926264,64,30.594563,6770,22.036041,2019-01-26 23:27:39,659319165,1262351502984142450495156774476835883892464668236496362455870194667920960612516312549461496457597
928368,25,30.404066,5912,21.970955,2019-01-30 13:19:54,27337175,2802550352013976603420233064465657279874785751777349184233758932562074647703687602647
928911,64,30.369259,6722,21.646386,2019-01-31 12:35:58,668397031,1341882941394214949380969447270831246011795898265762967156103475543253218023399472774396874517991
932762,32,32.388506,6462,22.022284,2019-02-06 21:38:29,4958925,445000695293606842538528279692694701701109912137470516737332471624932169778243044092621
934461,512,31.095081,16542,22.071736,2019-02-09 19:32:54,1.2445574758477722e+154,1087723468016224293898912028260753820957385792248437360270287009170208963079041441025567102858713933576075422720787094264473615275715949848386472989473109392342881186758401501266087481753109843867076957555800728152456023970427214069
938441,72,31.478499,7156,21.739494,2019-02-16 11:36:06,119368255,534645880210510984422818872147254351618243700213722798722040018913885212969519306959770966202083903
940034,896,31.369291,25048,22.001733,2019-02-19 01:25:04,2.930498500792802e+269,60104028619914698383525856886002661191437130924218168215104213129920847254961596064567887080317916746954959403911007695850832358937649680985750300077160147255728449011803448467105312050396572128335429428898907909617940398475052483117142698788275019070022168160899904961077616040290102408761803764534292851155998692746403535215235104263546165072953
940065,32,31.937039,6366,21.984044,2019-02-19 02:41:19,21753211,369642725667681046123267974978783465336154627963167369559032249874701607558799044636027
941039,64,30.101869,6662,21.769429,2019-02-20 18:02:14,2784592671,1306034231989594512678485547678443622653785729035491915153269782508278547339771805205710121829151
944666,45,30.649764,6382,21.964817,2019-02-26 19:30:20,859556567,2693403900863496375779907420644684350725040450926217898080648446581387164354083068892138199
944755,45,30.259727,6306,22.060373,2019-02-26 22:38:05,635570189,3199968342329407386236214845769840452249277592894147329319292257651400335632870749371500557
945582,25,30.169546,5872,22.043024,2019-02-28 09:18:03,20292999,3374362385509567114293858097145737170858049671775300452103224323698315802285671032199
946276,25,31.175389,6070,21.844315,2019-03-01 15:05:59,33316441,3624515274510480698430273217494250180037589593016144561846640191314716780013519920729
952002,45,30.462560,6344,21.914693,2019-03-11 05:44:14,660557433,2781480170966675072809420133530108304722394678865938117020709231375192341406864810813902457
954434,25,30.295021,5898,21.606259,2019-03-15 10:32:43,18377605,3554842016390528425173861639591211629476644810940250965198499936766325082633960713093
955679,32,30.258592,6030,21.951909,2019-03-17 10:44:00,6135787,352515644603605622242061949459090864934415262616319370671454290424824853454110685241323
957763,32,31.272634,6242,22.165006,2019-03-20 21:48:44,7040875,484095771014903770246493126186928559001780273893062066070621162374652257572759033048939
957795,180,32.705655,9872,22.174503,2019-03-20 23:00:32,72019529,122774599579071124105234211026559555076407419061810435639550370629222326753087957406792100088049662540557305181880259636329060167241
964333,32,30.164512,6004,21.989553,2019-03-31 19:54:09,10658443,277187320925572555286975564885199480086576037958466833162089991213333070653851110122123
966530,512,31.141020,16568,21.547367,2019-04-04 13:03:29,7.008575224205817e+153,1143651887836568372475370635383440693779431654041460830694512973357654469924901813226158795477798590894547757706795429883765097853902272605341134387776760537618842157417671720547868216164840205638588767069616912459521457105894907093
967075,25,30.602900,5952,21.667710,2019-04-05 10:16:09,2378335,2927712924686165036400093527119781393905057096732076255202252790282893706009170430559
973706,512,30.161565,16038,21.904811,2019-04-16 08:04:04,1.2956516743797299e+154,851450097273058266757848357249565871051649625305678194569219002020053962072398694269387134886830031987715169041830552718444729437930916590683566148461330681444085454794685364500367165903927969587301552088629351947583953959171785689
975518,64,30.571654,6780,21.784291,2019-04-19 06:58:05,2730098685,2066582909008331754816999213148235899979264480155748494668791884984478825424827077857548487491581
976648,64,31.656559,7008,21.601756,2019-04-21 03:49:06,111485211,1387849919447819133734780161515923627550054006505879035055233136434665206622789792370319505563931
985572,25,30.721201,5976,21.731168,2019-05-05 21:45:13,7006261,3023738937259805077920155937280597269402242907147131029991342348546736490923669776437
992971,64,30.002094,6642,21.231281,2019-05-18 02:20:47,1495280539,1399870439810474818897074742283493893551622152100587193587916710071651351019932377498754350066587
999751,64,30.936652,6860,21.357448,2019-05-29 03:00:07,2440161659,2004281018364537997123745160682188570589108933332591633700207990642537355022835131441852141660539
1011013,64,30.629395,6774,21.653653,2019-06-16 23:58:21,1116960629,1118431083193212608796910076492530534303872504000827795515646050678196771127002096769016930727797
1014858,72,30.199757,6864,20.426856,2019-06-23 22:51:37,757921569,512052534863800799721398802326903983511510269713276162199298770421232080143558011139583393265415969
1015917,64,30.470641,6752,21.749030,2019-06-25 11:15:37,2930011945,1719748571300212563839606773618189430055676175921588682843925938117506151854678913749752092061481
1022850,32,30.360296,6058,21.990375,2019-07-07 02:43:25,24968631,454760846401835978941130723921136294022115852509612172677345931959647793202568449818039
1058444,45,30.508262,6350,21.058009,2019-09-04 02:04:48,308724619,2478569513829085693471767864559236189451352480959111475772175088687851650046477427859178379
1067254,64,30.733684,6804,21.474253,2019-09-18 14:58:54,1192846769,1401562929137830196043072465320405420471546682836671812972612373186801161969507374790749472777649
1067581,64,30.769865,6806,21.543266,2019-09-19 03:34:41,1557678447,1152892929923696557187843575088330298720309759294389575670346003656768950949414068915636146817391
1074753,25,30.046805,5844,21.573924,2019-09-30 22:17:08,22212053,2942935124891861629359820972000442420413079095856493238940140015477253202980967214549
1082710,64,30.090236,6658,21.558158,2019-10-13 23:23:04,1469287401,1245601846436185356583713764398133771487018636972921015907087553571165595445261940938193438477289
1087321,64,30.198161,6678,21.325405,2019-10-21 13:29:58,198766527,1095405100879563140566186239806324087368946763429315848693982077611575473780226707604656583405503
1089669,45,30.397006,6324,21.475576,2019-10-25 10:48:19,1745269143,2257242388263893619321110491279631502386405590043492405544337119006083555530213701791953303
1098820,32,31.877454,6354,21.657558,2019-11-09 14:40:15,172419,368221405388079181400789997951967077413201972830715806303894935171210019030059559592323
1123371,32,31.717921,6318,21.652696,2019-12-20 05:58:43,17517897,322542881192391511997442041643559625646721120246051898449995939488557466648080351448393
1126410,32,31.609245,6304,21.669522,2019-12-25 08:59:51,1419695,410827550915205582526965178399896129154594395946348810203269444934134722046702034201007
1129758,32,30.808883,6132,21.485724,2019-12-30 23:05:30,14458689,274886509421005869923349001563521357935996529873672945283557144078994331741397609914177
1131112,32,30.680636,6122,21.639104,2020-01-02 03:52:19,2827177,455954916790328760196063430349222749642018306660429609691832725514454430168739285246889
1132730,64,30.405380,6728,21.615960,2020-01-04 19:58:32,1703229221,1256664131251246016574677002852610418232965012535856098305553113184811585455064694623720704390949
1134836,32,30.005810,5972,21.488984,2020-01-08 06:41:12,15605583,273409882266004667988927842771074982287696562716780222808274630185722655885475848265551
1141102,32,31.990456,6368,21.046150,2020-01-18 19:45:30,22249601,282088863274269147892080968878260582292081687645561489870275480153904016250035651182721
1151013,32,30.684202,6114,21.540956,2020-02-04 00:11:15,9128887,343258690988690583024082597785029476360516460885426146346899037359752621222732271143863
1154396,64,31.487641,6974,21.552636,2020-02-09 15:16:55,3790752837,1545822410049802162120830444145723789036255089398683220031564236991710820397475559236860397112389
1154697,64,30.078718,6658,21.683938,2020-02-10 02:46:52,1258788787,1355741825495194254537142516026399705926356628134313846031074916103031063952459748786165254690739
1155801,64,31.392276,6950,21.582033,2020-02-12 00:06:15,2477212827,1410398415847316850108786032648260008699725138154620529257509286308007120966637279620049861559451
1157086,32,30.847646,6154,21.691379,2020-02-14 03:10:16,9417473,436783208147173052367049842233473110451883379130337540056883497355102384689323529188097
1177736,25,30.278384,5896,21.556339,2020-03-19 12:47:22,23382911,3703315475197950529105113958393103093082777904971478570769505915077197320042855058303
1184022,100,30.651356,7562,21.576556,2020-03-29 20:58:40,570524497,139588255549389727293377092585106866724122858229206651859158564898432613961512756977008679936320143305573201
1184210,64,30.687070,6794,21.477200,2020-03-30 04:27:10,347322609,1416243744934984037155851425777939410816270861709422028082784247356392982054336580649090957949169
1199340,32,30.254436,6026,21.619887,2020-04-24 05:15:18,14934333,317429064507153020522653934744886567426063436524539261720247721745744449825434153247037
1199573,100,30.353056,7478,21.620401,2020-04-24 14:27:37,1503329269,99072104698438875049235415981258563604989182700264330705965210297754735479258674757603378854268743517404149
1202406,25,31.434093,6102,21.493697,2020-04-29 08:48:03,21539903,2020395421771070866167178398134886981189171319896478047681362881861618552881948437567
1204682,64,30.883101,6846,21.510790,2020-05-03 04:46:24,2231105413,1870974684973292660133088388340161846274655071345557344923008797340318235839610715220653289240453
1205999,100,30.143802,7420,21.496270,2020-05-05 09:57:16,779723099,79996492671563103258984351644824297337879613764642567402618701698152013695346271607316698175573796887044443
1208761,64,30.886484,6832,21.373090,2020-05-09 22:48:27,76824823,1160568953315365266604236927108619215536614393750615002306855490383440965321129885001187513876727
1212204,64,30.567888,6778,21.655818,2020-05-15 16:20:39,556486037,1989316419020554131872406739576273772088010323040733770433325160698766138347502048208532489850261
1215135,64,30.690373,6800,21.521152,2020-05-20 14:22:08,288912273,1681488760749486120507615883101816055471894746323676349355404511100650440844268465290549311075217
1215642,64,30.103506,6664,21.511008,2020-05-21 12:05:39,3447001403,1379054942473325335858067153238433402520755249409995191645559739307666832343741473815743102783803
1236018,64,32.371280,7172,22.016488,2020-06-24 10:53:53,3914697859,1659052926700695888551529303078705154070299945735856947478692520891295905658594788782452176686211
1238571,25,33.014092,6430,22.158454,2020-06-28 15:17:47,12867283,3850353159659634452118247424821019403481619633355545905893461448038028731533379262163
1253640,109,30.199823,7640,21.788858,2020-07-23 17:50:59,1361283789,73878633053134968827401045548167131878364498760444344861930952996854847898963759844706109014301174964085295821
1255850,25,30.868670,6008,22.097342,2020-07-27 07:42:14,29539169,3366408628120238658482163869480840087858153916258865520574942407377046718436216060769
1259354,32,30.141456,6012,22.056457,2020-08-02 09:27:06,14960457,420885568171171422740381489284528075598809933565181928176754882552029017555730354685769
1270637,25,30.674775,5966,22.106236,2020-08-21 11:17:32,1969903,2929726130575821975144277750935810698330004633478913385708081744354258001955515141871
1270700,120,30.078491,7826,22.062976,2020-08-21 13:59:50,214491621,99382474025013448400611928450824465031503536997144456160886031195331928396952599261123279861981338109835691483621
1273142,64,30.488645,6754,21.947562,2020-08-25 16:14:42,73256421,1611112726927735146757182528812952733300162092287359731488115661317027828974134181674560801066469
1282089,32,30.154111,6004,22.102149,2020-09-09 20:28:55,10980145,296885557226378510701101850916225900334692208709489543941505476840167351611835829160753
1290355,25,30.533801,5936,21.847620,2020-09-23 14:33:02,2613133,2692184576924153173477599993990256112665610292758568731743802477763399215755964178317
1302687,25,30.528142,5940,21.858475,2020-10-13 22:03:44,12424743,3181714613140248820912305624593321642851183431326224485310098595144146108555691136551
1304187,64,31.916167,7068,21.914531,2020-10-16 10:13:53,94771699,1502296623185286486728988857513445179349531394819358696559331869952307413918166259533458547546611
1305761,25,30.634603,5954,21.865229,2020-10-19 00:51:50,9291875,2555467496797379455849046486674197510460554058421639594279469939452233690333842360419
1306551,64,31.807546,7050,21.824601,2020-10-20 08:16:31,2948344377,1817298905423987907544046448107146982720829610608828973839340938530492861003715799400245502945849
1307111,32,30.001871,5986,21.893360,2020-10-21 05:35:24,20486199,447530061294910557832743611989876567835307532637061303293388472197466959751876982642743
1317468,120,30.107868,7826,22.093620,2020-11-07 13:58:18,236269339,77100323241218480454175046746077515918268033355615093126193582273401976751061545112913414374177714275868912987931
1320389,32,30.506280,6072,22.445825,2020-11-12 15:34:19,20748875,276949535752283963603760911095804164314844956699434686420816703250370266348587417639499
1323214,137,31.634808,8604,22.310045,2020-11-17 14:55:36,878114055,13150216480910518405458722095121799837975046132390686422259120376812444069320088906214371423276606296247383063879152903
1323633,120,31.386900,8178,22.379078,2020-11-18 08:31:38,1471981401,143684628265123554778068515613216949727099159260285034435945551440204453115377051549943614006961796515092917692249
1325977,32,30.510011,6086,21.908033,2020-11-22 08:06:42,10777233,427674878262491883601041812842245748961167597193138131062471942230320067196184877626001
1327033,120,32.760217,8524,21.864073,2020-11-24 01:47:24,614247767,100152547253633598514158834543885456997106769018683481582321229325353991733900132976576749054080866671180631551319
1331502,32,30.203553,6026,22.216921,2020-12-01 19:39:17,23936067,443991064309875860212057582103808874775991063837233436821747064117726927822410704829507
1335160,64,30.093743,6660,22.125750,2020-12-08 01:58:57,614692339,1297306563360369543823726058056661473851815067073623083044103160782196737193957513982365227251187
1336041,64,31.812997,7050,22.291375,2020-12-09 11:35:15,383684359,1749565813349393380029780847367033770949918203415250351136369740491150640296493610015897843306247
1342450,32,32.933919,6558,22.061130,2020-12-20 02:21:28,3420552357,301528467020695239081875886320037782927133625673969073776603305510043760428477564681381
1348944,25,30.080882,5844,21.850785,2020-12-30 20:38:46,12885025,2360963219529543365782591039970561836964179094824412683270967391492578222864897186849
1354897,32,30.149624,6016,22.192941,2021-01-09 14:42:01,2849008213,455317312162565397119390227929951230282896902794188316850897175392072317921309943163477
1359204,25,32.944799,6412,22.209175,2021-01-16 18:58:09,28779131,3358338491922991686807716465085452577954512872864066446912509028270139136806049227387
1367524,64,30.310279,6712,22.109003,2021-01-30 15:11:37,3974223545,1484179747153909111111850806166192641760545934906388760671087765688537398782306290085543597430457
1369173,256,30.202050,10706,21.944358,2021-02-02 10:23:29,9.86365510301144e+76,8879336122733176356917976082985666688561426207090481797415368864815534936341145030769442983076781980855023484730723553651134085235314734585239695241926803
1372905,162,33.644757,9738,22.115076,2021-02-08 16:34:58,74346369,501659213896641070425551073826394741758182328582700514152199821460191935224220593522615735518498430438019998041878981782695809
1375419,25,30.588320,5944,22.059390,2021-02-13 01:27:55,2019407,2472899620473650375670560927458031812275329727782818707148292193614284305831357763663
1380234,25,32.215998,6256,21.733885,2021-02-21 06:18:01,7552935,2164275818802231261451706076939389831815228454116608988872128293054071583244398313383
1384817,32,30.085129,5988,22.168381,2021-02-28 22:24:55,2843831599,275355157204779594384684535058028640868097259673291267480263695974032356188528213847343
1385576,162,30.243786,8748,22.088816,2021-03-02 05:36:44,106329223,416351545526953353680963074471221389915248071764966064394180425076760847550653845039997204783929382172523776405554572691928199
1397149,64,30.758851,6814,22.173654,2021-03-21 22:21:41,3443724565,1618603963955584535007447162032340257949974442864258008559119683408486574647709909900818053796117
1401864,64,35.120520,7788,22.125691,2021-03-29 22:08:02,340444481,2018856841140344064108442668186804684558331008471505842842750321521723959152352425412207728837953
